log_name,cover_str,validity,validity_nc,interval_diversity,sim/Frag,dist/FCD,sas/mae,bace_b/acc
epoch2498_batch-1,"Cover 7 (87.50%) atoms: {'O', 'Cl', 'S', 'F', 'C', 'Br', 'N'}",0.58203125,0.55859375,0.7968603688249458,0.8245992416871312,10.416565542543012,0.9893459,0.8087248322147651
epoch4998_batch-1,"Cover 7 (87.50%) atoms: {'O', 'Cl', 'S', 'F', 'C', 'Br', 'N'}",0.861328125,0.82421875,0.8247112664483942,0.8760905307464405,7.825253760689279,0.51256233,0.9070294784580499
epoch7498_batch-1,"Cover 8 (100.00%) atoms: {'I', 'O', 'Cl', 'S', 'F', 'C', 'Br', 'N'}",0.87890625,0.853515625,0.8209514032622914,0.8822331173510417,7.673260809850177,0.41917208,0.9022222222222223
epoch9998_batch-1,"Cover 7 (87.50%) atoms: {'O', 'Cl', 'S', 'F', 'C', 'Br', 'N'}",0.859375,0.84765625,0.8255710683184222,0.8718073803894353,7.324517173029882,0.38636315,0.9159090909090909
test,"Cover 8 (100.00%) atoms: {'I', 'O', 'Cl', 'S', 'F', 'C', 'Br', 'N'}",0.8246,0.8131,0.8249021589025597,0.8766775238153448,6.451660443807867,0.3786197,0.9143827310211011
