log_name,cover_str,validity,validity_nc,interval_diversity,sim/Frag,dist/FCD,sas/mae,bace_b/acc
epoch2498_batch-1,"Cover 8 (100.00%) atoms: {'O', 'C', 'Cl', 'N', 'I', 'Br', 'S', 'F'}",0.755859375,0.72265625,0.8123709841769606,0.8481302816438577,8.407265932878559,0.8181297,0.9302325581395349
epoch4998_batch-1,"Cover 8 (100.00%) atoms: {'O', 'C', 'Cl', 'N', 'I', 'Br', 'S', 'F'}",0.7890625,0.787109375,0.824037193913119,0.8630004456790367,8.969906620580524,0.39188793,0.8688118811881188
epoch7498_batch-1,"Cover 8 (100.00%) atoms: {'O', 'C', 'Cl', 'N', 'I', 'Br', 'S', 'F'}",0.716796875,0.724609375,0.8194834200478398,0.8656281077185016,9.88380600920761,0.42913553,0.8719346049046321
epoch9998_batch-1,"Cover 8 (100.00%) atoms: {'O', 'C', 'Cl', 'N', 'I', 'Br', 'S', 'F'}",0.703125,0.69921875,0.8169892948645132,0.8996404007928179,8.18877986207373,0.40556517,0.8916666666666667
test,"Cover 8 (100.00%) atoms: {'I', 'N', 'O', 'S', 'Cl', 'F', 'Br', 'C'}",0.7109,0.7116,0.8254662907925242,0.8848094412626493,6.441116465386159,0.43322498,0.9027992685328456
