log_name,cover_str,validity,validity_nc,interval_diversity,sim/Frag,dist/FCD,sas/mae,bace_b/acc
epoch2498_batch-1,"Cover 8 (100.00%) atoms: {'S', 'C', 'I', 'Cl', 'O', 'Br', 'N', 'F'}",0.59765625,0.517578125,0.8212627941685489,0.8907560606562311,8.923208332126464,0.9078376,0.8758169934640523
epoch4998_batch-1,"Cover 8 (100.00%) atoms: {'S', 'C', 'I', 'Cl', 'O', 'Br', 'N', 'F'}",0.814453125,0.78125,0.8250537417088516,0.8638753190994621,8.80248832596493,0.8223658,0.9496402877697842
epoch7498_batch-1,"Cover 7 (87.50%) atoms: {'S', 'C', 'Cl', 'O', 'Br', 'N', 'F'}",0.8671875,0.861328125,0.8178290294639167,0.8768436984859777,9.305342472447869,0.75516075,0.9527027027027027
epoch9998_batch-1,"Cover 8 (100.00%) atoms: {'C', 'S', 'I', 'Cl', 'O', 'Br', 'N', 'F'}",0.828125,0.822265625,0.8213423230589476,0.853585609064249,8.983554180126987,0.7608042,0.9551886792452831
test,"Cover 8 (100.00%) atoms: {'C', 'S', 'I', 'Cl', 'O', 'Br', 'N', 'F'}",0.8602,0.8498,0.8218126564888979,0.8507016510723362,7.886383624526935,0.8005859,0.957335503371309
